p,a,y_emp,y_pred,type
0.2,1.994949494949495,,9.667192485578433e-05,pred_curve
0.2,2.0151515151515156,,9.739542263081547e-05,pred_curve
0.2,2.0353535353535355,,9.811514488724728e-05,pred_curve
0.2,2.0555555555555554,,9.883112110155821e-05,pred_curve
0.2,2.075757575757576,,9.954338044418221e-05,pred_curve
0.2,2.095959595959596,,0.00010025195178347032,pred_curve
0.2,2.1161616161616164,,0.0001009568636895911,pred_curve
0.2,2.1363636363636367,,0.00010165814443837059,pred_curve
0.2,2.1565656565656566,,0.00010235582201507304,pred_curve
0.2,2.176767676767677,,0.00010304992411812384,pred_curve
0.2,2.1969696969696972,,0.00010374047816277479,pred_curve
0.2,2.217171717171717,,0.00010442751128471392,pred_curve
0.2,2.2373737373737375,,0.00010511105034361982,pred_curve
0.2,2.257575757575758,,0.00010579112192666202,pred_curve
0.2,2.2777777777777777,,0.00010646775235194829,pred_curve
0.2,2.2979797979797985,,0.00010714096767191958,pred_curve
0.2,2.3181818181818183,,0.00010781079367669385,pred_curve
0.2,2.3383838383838382,,0.00010847725589735943,pred_curve
0.2,2.358585858585859,,0.00010914037960921895,pred_curve
0.2,2.378787878787879,,0.00010980018983498451,pred_curve
0.2,2.3989898989898992,,0.00011045671134792531,pred_curve
0.2,2.4191919191919196,,0.00011110996867496807,pred_curve
0.2,2.4393939393939394,,0.00011175998609975144,pred_curve
0.2,2.45959595959596,,0.0001124067876656352,pred_curve
0.2,2.47979797979798,,0.00011305039717866457,pred_curve
0.2,2.5,,0.00011369083821049119,pred_curve
0.3,0.5,4.209345781992477e-05,3.5502724762802114e-05,observed
0.3,0.7,5.2521593022664145e-05,4.903293229911316e-05,observed
0.3,0.9,6.392585427242329e-05,6.22027534423972e-05,observed
0.3,1.1,7.420102570619462e-05,7.502639766269197e-05,observed
0.3,1.3,8.558100594701405e-05,8.751733711100049e-05,observed
0.3,1.5,9.609190003534709e-05,9.968835383053541e-05,observed
