scenario,mode,model,AIC,BIC,max_loglik,abm::movement_v2.phase2.speed_dist.params.a,abm::phenotypes.proliferative.prolif_rate,ode::b,ode::N_0,noise::sigma0,noise::sigma1,noise::sigma2,ode::p,ode::s
abm_63_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,209.97075350263066,223.7951440618557,-98.98537675131533,0.9,0.004,6.697760076256012e-05,926.5925908911762,0.028841064453588278,0.0032794431070585425,0.007857017534832793,0.002651455271026721,
abm_63_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,211.97075350263395,228.09920915506314,-98.98537675131698,0.9,0.004,6.697760090136897e-05,926.5925886784623,0.028841062829141905,0.0032794428568510728,0.007857017148183683,0.0026514552724341417,0.0
abm_64_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1187.458062278452,1198.978387744473,-588.729031139226,0.9,0.005,7.578283896024825e-05,1377.9376711501209,0.04108927362955634,0.06606343593081276,0.1380819587533019,,
abm_64_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,248.0663675192322,261.8907580784572,-118.0331837596161,0.9,0.005,6.861271051943407e-05,910.3049553597205,0.02459232583273715,0.0034409845937429535,0.007654264417260716,0.003858065352128958,
abm_64_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,250.06023362327664,266.1886892757058,-118.03011681163832,0.9,0.005,6.861980334881216e-05,910.1777878644288,0.024561514259674132,0.0034429313106910863,0.007659217042487625,0.0038592594675464632,2.6569932565372355e-06
abm_65_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1323.4759318663334,1334.9962573323544,-656.7379659331667,0.9,0.006,7.848298644298998e-05,1527.3443042009565,0.03936941969036314,0.09065257160387936,0.18570622610695636,,
abm_65_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,307.41036530998645,321.2347558692115,-147.70518265499322,0.9,0.006,6.904332256466455e-05,873.0221650194387,0.01797078699541182,0.003844008343198622,0.00987602251542073,0.005216379780654388,
abm_65_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,309.4103652780128,325.538820930442,-147.7051826390064,0.9,0.006,6.904331162637658e-05,873.0218843559287,0.017970789907046498,0.00384400580129282,0.009876034790690946,0.005216383034141625,0.0
abm_66_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1434.6079438115312,1446.1282692775521,-712.3039719057656,0.9,0.007,8.133005994675513e-05,1702.3411855980612,0.03665716609035458,0.11319080828731723,0.23292061203548284,,
abm_66_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,255.22014166590125,269.04453222512626,-121.61007083295063,0.9,0.007,7.004529642971199e-05,851.8414118272796,0.011653296953879693,0.0037504821626830193,0.007549637451433641,0.006464091892816482,
abm_66_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,231.33876768661742,247.4672233390466,-108.66938384330871,0.9,0.007,7.053499549899589e-05,843.7976735346725,0.00974145980555335,0.003740904310932634,0.007602298455845573,0.0065427539357488075,0.00017002676687818169
abm_67_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1541.471107379933,1552.991432845954,-765.7355536899665,0.9,0.008,8.450322444762861e-05,1889.429939342022,0.036393604006466504,0.13596581852185638,0.2780656589576415,,
abm_67_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,431.0246792184193,444.84906977764433,-209.51233960920965,0.9,0.008,7.143753448563567e-05,827.6014466299255,0.008844855305886131,0.005959770449929303,0.01419969669848458,0.0077113794265418634,
abm_67_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,364.45634668756065,380.58480233998984,-175.22817334378033,0.9,0.008,7.262210460011832e-05,811.0300370633526,0.006119705604595156,0.005701353416668138,0.013499571208886764,0.007882632514189736,0.0003814578680073895
abm_68_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1628.455027566139,1639.97535303216,-809.2275137830695,0.9,0.009,8.756334558021947e-05,2099.320796044123,0.031219449505029386,0.16293359825390413,0.33579052484448085,,
abm_68_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,400.37682539212085,414.2012159513459,-194.18841269606042,0.9,0.009,7.235069489365387e-05,789.0767303903565,0.005045641957126575,0.00545016362451144,0.015263453693071357,0.009164508840016565,
abm_68_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,402.3768340846851,418.50528973711425,-194.18841704234254,0.9,0.009,7.2350756610258e-05,789.0774404231889,0.00504553185168619,0.005450132917876451,0.015261411966393303,0.009164500729517328,0.0
abm_69_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1709.5548510397607,1721.0751765057817,-849.7774255198804,0.9,0.01,9.061166474967232e-05,2335.2698080351424,0.026944655051490633,0.1909067382497342,0.39461386050788116,,
abm_69_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,775.7232878274808,789.5476783867058,-381.8616439137404,0.9,0.01,7.30556262543222e-05,745.2423651951896,0.015092220247443023,0.00854660954725763,0.028235565733994602,0.010715923865073616,
abm_69_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,777.7232874516928,793.8517431041221,-381.8616437258464,0.9,0.01,7.305564328792084e-05,745.2419172762338,0.015092355028435471,0.008546828517484407,0.028234528131267436,0.010715926104437033,0.0
abm_70_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1077.3185586078002,1088.8388840738212,-533.6592793039001,1.1,0.004,8.649683675357656e-05,1231.7573031939266,0.0337822336849798,0.05267302665641279,0.1083329414686481,,
abm_70_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,695.4430735177493,709.2674640769743,-341.72153675887466,1.1,0.004,6.995759524202418e-05,597.6529662070143,0.0020587287640524486,0.0579401691454829,0.12078526461359515,0.006629920400804163,
abm_70_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,349.230952211376,365.3594078638052,-167.615476105688,1.1,0.004,8.055100169509672e-05,892.1999998491755,0.021772986125812775,0.005213150080658115,0.012071599044664203,0.0030035884189204822,0.0
abm_71_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1231.4191368041945,1242.9394622702155,-610.7095684020973,1.1,0.005,9.05099859823161e-05,1364.3535503759394,0.031645575375986376,0.07676632290112452,0.15583761919072212,,
abm_71_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,683.3445603765097,697.1689509357346,-335.67228018825483,1.1,0.005,7.48996209056721e-05,647.2025482340514,0.0025190501022227703,0.041827661463996066,0.0873626221984247,0.006877344478153989,
abm_71_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,390.0753511370528,406.203806789482,-188.0376755685264,1.1,0.005,8.218851821957293e-05,858.1838404515978,0.015276835065952009,0.0055562345750294366,0.01474840234460178,0.004331380383562468,0.0
abm_72_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1360.6391296235383,1372.1594550895593,-675.3195648117692,1.1,0.006,9.357639517498574e-05,1524.6424730045135,0.03361005444931668,0.09532843097345599,0.1945010773675548,,
abm_72_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,657.070934442509,670.895325001734,-322.5354672212545,1.1,0.006,7.644788822397238e-05,646.517679726109,0.001422498667517683,0.04242272532505171,0.08781879073160326,0.007925058706651725,
abm_72_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,308.68389633490443,324.8123519873336,-147.34194816745222,1.1,0.006,8.869137632760402e-05,813.2992649525801,0.0028547330634339715,0.028494741263747913,0.0061043370023517425,0.005664924704559852,0.0013046325447043253
abm_73_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1474.7082088767697,1486.2285343427907,-732.3541044383849,1.1,0.007,9.741185258816984e-05,1692.9777573224,0.030629751177321234,0.12091234422425441,0.25013898238105065,,
abm_73_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,363.51984868825434,377.3442392474794,-175.75992434412717,1.1,0.007,8.529106103826583e-05,819.506093071079,0.008098195862719178,0.005606448933522092,0.011043479091979877,0.006782891244976896,
abm_73_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,365.4025789666672,381.5310346190964,-175.7012894833336,1.1,0.007,8.536105076301646e-05,818.4811192721917,0.007894164851969488,0.005682723020555356,0.011167988213335533,0.006793163294193628,1.9767680885336156e-05
abm_74_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1566.2895615098157,1577.8098869758367,-778.1447807549079,1.1,0.008,0.00010081273432074772,1889.9234574096697,0.026364501677141685,0.14653236275957285,0.3026869815698252,,
abm_74_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,407.9307282626105,421.75511882183554,-197.96536413130525,1.1,0.008,8.677556951913401e-05,794.5335780522403,0.005101790659105084,0.005463310746429511,0.01651272223987353,0.008120724627621654,
abm_74_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,409.93072138132237,426.05917703375155,-197.96536069066119,1.1,0.008,8.677550264886344e-05,794.5304726016811,0.0051014822673957965,0.005463543971640949,0.016511933739184453,0.008120761474663838,1.294844341798927e-10
abm_75_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1632.7702492981368,1644.2905747641578,-811.3851246490684,1.1,0.009,0.00010426318600122325,2096.796191076804,0.02017104150355205,0.17480480469418577,0.35975894044719764,,
abm_75_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,576.8564558648886,590.6808464241136,-282.4282279324443,1.1,0.009,8.787736683144882e-05,752.1726931004637,0.012449120152487171,0.004409077921084095,0.018172740644663718,0.00965081909187834,
abm_75_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,578.8564634437055,594.9849190961347,-282.42823172185274,1.1,0.009,8.787724624353674e-05,752.1746706118457,0.012450468428815538,0.004409460381566432,0.018170103230416106,0.00965080839327666,0.0
abm_76_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1703.1085445099247,1714.6288699759457,-846.5542722549624,1.1,0.01,0.00010788130350478885,2332.210688381688,0.017131140883638082,0.19891885274729063,0.41167597049769955,,
abm_76_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,853.6419333468451,867.4663239060701,-420.82096667342256,1.1,0.01,8.95502005909693e-05,722.5678933517905,0.020010522389377658,0.007177694349519855,0.030987173364432588,0.011023334104779313,
abm_76_singletons_phase2_fit71plus__a_1p1__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,855.6419342073026,871.7703898597318,-420.8209671036513,1.1,0.01,8.955033863769767e-05,722.5688505621778,0.020015274935186046,0.0071776619637261,0.030988062131808134,0.011023313674703297,0.0
abm_77_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1119.997998928592,1131.518324394613,-554.998999464296,1.3,0.004,0.0001021407499921564,1226.0763214226847,0.02683487271784744,0.05932119488382193,0.12179301929407356,,
abm_77_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,687.7047221832668,701.5291127424917,-337.8523610916334,1.3,0.004,8.719108738854178e-05,627.755246360666,0.0021614053860875763,0.04851817816348306,0.09829138684043114,0.006151092791548778,
abm_77_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,337.46081043827695,353.58926609070613,-161.73040521913848,1.3,0.004,9.552957049800034e-05,862.9090862483129,0.0152755578723667,0.0035221359312759327,0.0177294907710328,0.0033041968979555607,0.0
abm_78_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1272.2272631981375,1283.7475886641585,-631.1136315990688,1.3,0.005,0.0001065093318997203,1370.1196565667228,0.028798537214665815,0.07921664427684078,0.16114357684814387,,
abm_78_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,707.6836988784826,721.5080894377076,-347.8418494392413,1.3,0.005,8.995471112776839e-05,628.785454423315,0.0016872399925781938,0.04842934559420192,0.0978624162026109,0.0071775343192876885,
abm_78_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,337.01076650695796,353.13922215938715,-161.50538325347898,1.3,0.005,0.00010363186181743453,807.5877631051989,0.0031224787374104887,0.0029719854637437508,0.06946596886483264,0.005008688700886089,0.0012772120220176633
abm_79_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1388.828215299428,1400.348540765449,-689.414107649714,1.3,0.006,0.00011047913843490117,1523.9832608471222,0.02468355720383695,0.10449701961450066,0.2152622039096657,,
abm_79_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,306.26273508020523,320.08712563943027,-147.13136754010262,1.3,0.006,9.970423102311206e-05,822.6672891958744,0.007019316497893576,0.005079101209870605,0.010228751152089457,0.0057668317497772785,
abm_79_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,308.26273575345937,324.39119140588855,-147.13136787672968,1.3,0.006,9.970421854600015e-05,822.667386616423,0.007019384279452784,0.005079273211188877,0.01022850279281539,0.005766830504469419,0.0
abm_80_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1486.5759797621927,1498.0963052282136,-738.2879898810963,1.3,0.007,0.00011416414114499703,1692.613563066172,0.021623162111544754,0.12991919652046374,0.2652943853422272,,
abm_80_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,319.41062269388567,333.2350132531107,-153.70531134694284,1.3,0.007,0.00010135611044375962,796.0825695509976,0.004495573442050435,0.0045167574728074665,0.01361194837559863,0.007083335307267304,
abm_80_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,321.4106254309539,337.5390810833831,-153.70531271547696,1.3,0.007,0.0001013562544072199,796.0842581953284,0.004495756410099624,0.004516452974880246,0.013611117374008712,0.007083303794624182,0.0
abm_81_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1572.329559389646,1583.849884855667,-781.164779694823,1.3,0.008,0.0001176408259042791,1880.2293802834392,0.01881867258296962,0.15436524259178597,0.31856333314560237,,
abm_81_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,624.3012326630583,638.1256232222833,-306.15061633152914,1.3,0.008,0.0001028461960037205,768.4423172739798,0.010281619778060016,0.006964704231648363,0.021067641521233568,0.008415295610743861,
abm_81_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,626.3012294624934,642.4296851149227,-306.1506147312467,1.3,0.008,0.000102846316906521,768.448479352386,0.01028142674620962,0.006964603956952475,0.021068810694038927,0.008415235234545583,0.0
abm_82_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1644.3281208244234,1655.8484462904444,-817.1640604122117,1.3,0.009,0.00012179042443644897,2097.937533304135,0.015032639714796223,0.18075070376528007,0.37783547709150184,,
abm_82_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,802.5966241377098,816.4210146969348,-395.2983120688549,1.3,0.009,0.00010480304905767767,734.2576113863064,0.01660626167671678,0.006932167392677349,0.02981798001142329,0.009896050841423067,
abm_82_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,804.5966237196419,820.7250793720711,-395.29831185982096,1.3,0.009,0.00010480300374707118,734.2451290217442,0.016604590587652637,0.00693179715536238,0.029814887870927252,0.009896186579844757,0.0
abm_83_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1700.3593947341403,1711.8797202001613,-845.1796973670702,1.3,0.01,0.0001264173623488021,2334.2716438971274,0.011663176834966175,0.2059862442023301,0.4284317296281427,,
abm_83_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1028.2025864369575,1042.0269769961826,-508.10129321847876,1.3,0.01,0.00010710774080560852,696.3868281647923,0.025109303222086522,0.00928405267367708,0.04641481326063531,0.01137145596135923,
abm_83_singletons_phase2_fit71plus__a_1p3__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1030.2025871106162,1046.3310427630454,-508.1012935553081,1.3,0.01,0.00010710784462244096,696.3866005519951,0.02510821360619042,0.009284430413912357,0.0464180549721434,0.011371449464854006,0.0
abm_84_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1155.8681479200895,1167.3884733861105,-572.9340739600448,1.5,0.004,0.00012103139687399664,1226.7403274206963,0.01942620661613145,0.06789912992294042,0.13760170074285677,,
abm_84_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,535.0085319547271,548.8329225139521,-261.50426597736356,1.5,0.004,0.00010848614359806603,681.8459410094483,0.0012933384948578548,0.03300904832507263,0.06321758598369268,0.005423835698891372,
abm_84_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,167.87290002500401,184.0013556774332,-76.93645001250201,1.5,0.004,0.00011716787103705785,804.2380637565575,0.0020040305328748354,0.00186979433921522,0.0594628027193121,0.004033720405483777,0.0007090953565735221
abm_85_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1295.5664102598566,1307.0867357258776,-642.7832051299283,1.5,0.005,0.0001243573565931498,1360.9574986983362,0.02158686511124782,0.08733431468519687,0.17539068813416125,,
abm_85_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,508.6651321199245,522.4895226791496,-248.33256605996226,1.5,0.005,0.00011499229793162692,819.1939822238883,0.008052840050703572,0.017208991699891464,0.011553333321870394,0.0046787121489337575,
abm_85_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,472.20689793011627,488.33535358254545,-229.10344896505813,1.5,0.005,0.0001179132293659375,808.791094144544,0.004860632773911161,0.004454102602155726,0.05703422496425293,0.004957256286492868,0.0005021650288732417
abm_86_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1408.0044075715746,1419.5247330375955,-699.0022037857873,1.5,0.006,0.0001278992099086268,1523.7500099856134,0.018940691841333214,0.1113527920728187,0.22800852370556957,,
abm_86_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,241.07318833656672,254.89757889579175,-114.53659416828336,1.5,0.006,0.00011658524640516962,803.9771184453273,0.0036358739842562034,0.0032977996222215817,0.01489886032263171,0.006012546552812514,
abm_86_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,243.07318498713988,259.20164063956906,-114.53659249356994,1.5,0.006,0.00011658520685509095,803.9799262457111,0.0036359185758420183,0.0032971743690027224,0.014898130555639242,0.006012526214041471,0.0
abm_87_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1486.1636389236774,1497.6839643896983,-738.0818194618387,1.5,0.007,0.00013242796968435816,1679.0147159764922,0.015025728880950683,0.1367557578829669,0.280512901797034,,
abm_87_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,476.8161208149247,490.64051137414975,-232.40806040746236,1.5,0.007,0.00011905114126896222,774.4066474376039,0.006816733170022269,0.004206007426792449,0.021656177678172427,0.007320071883085637,
abm_87_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,478.81611061934177,494.94456627177095,-232.40805530967089,1.5,0.007,0.00011905122078278337,774.405008713381,0.006816577221665445,0.004206209115830469,0.021655712841222592,0.007320076425816854,0.0
abm_88_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1578.9883063825448,1590.5086318485658,-784.4941531912724,1.5,0.008,0.00013637883218374714,1882.4760867624802,0.013963120867892167,0.1584403112297096,0.33104837459252,,
abm_88_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,667.3973667039941,681.221757263219,-327.69868335199703,1.5,0.008,0.00012125135431581075,757.9526770452435,0.011008771694746749,0.005500067506825555,0.025220235659728408,0.008560256907085471,
abm_88_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,669.3973594790023,685.5258151314315,-327.69867973950113,1.5,0.008,0.00012125085927183268,757.9541617351047,0.01101001672259623,0.005499953302947022,0.025217980471653485,0.008560274454861207,0.0
abm_89_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1611.8991623219604,1623.4194877879813,-800.9495811609802,1.5,0.009,0.00014020141363378354,2083.5873052685743,0.008557785622832303,0.18953907381297475,0.39727447314292463,,
abm_89_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,969.5366048600987,983.3609954193237,-478.76830243004935,1.5,0.009,0.0001218495204169217,695.2669436024003,0.024381784273370902,0.008665126170514787,0.03921445076382349,0.01037463043753414,
abm_89_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,971.5366069404221,987.6650625928513,-478.76830347021104,1.5,0.009,0.00012184974031854531,695.2638935745425,0.024383410123881295,0.008665551237632014,0.03921967759383458,0.010374648132394833,0.0
abm_90_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1727.7539536470365,1739.2742791130574,-858.8769768235182,1.5,0.01,0.00014554770302831343,2300.64616601416,0.009790742787763016,0.21626564797824066,0.45490333838492164,,
abm_90_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1207.5642349758825,1221.3886255351076,-597.7821174879413,1.5,0.01,0.00012447935741831712,650.7056217011112,0.03518739259898378,0.0121405020790076,0.0661829853240338,0.011996696477289933,
abm_90_singletons_phase2_fit71plus__a_1p5__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1209.564237959418,1225.6926936118473,-597.782118979709,1.5,0.01,0.00012447922427387496,650.7093229039327,0.03518789173243164,0.012140782615911672,0.06618982282470484,0.011996655786413703,0.0
abm_91_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1198.4393214532236,1209.9596469192445,-594.2196607266118,1.7,0.004,0.0001372450210023673,1228.9017316890247,0.020514754075289306,0.06767102080642841,0.13790223543859273,,
abm_91_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,427.5145403118215,441.33893087104656,-207.75727015591076,1.7,0.004,0.0001300078504251109,840.9148708906908,0.010750131578349177,0.003357930033977474,0.02860667899363817,0.0036038179422038345,
abm_91_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,410.56640014807203,426.6948558005012,-198.28320007403602,1.7,0.004,0.0001296665248888042,828.6309624271552,0.010309301999953127,0.014290207739536044,0.006167131740839292,0.0036189004859205178,0.0
abm_92_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1310.1201493447393,1321.6404748107602,-650.0600746723696,1.7,0.005,0.00014127408421671513,1361.001114201471,0.01656745778007745,0.09314515982686826,0.18605179846079095,,
abm_92_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,415.60506961349597,429.429460172721,-201.80253480674799,1.7,0.005,0.00013158779004208778,807.9885532011067,0.005040077616558262,0.004351169963985518,0.03063669306017168,0.004949425650996721,
abm_92_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,417.60507027798786,433.73352593041704,-201.80253513899393,1.7,0.005,0.00013158779682990744,807.9898594067547,0.0050399568967315275,0.004351276734271378,0.030637707156579506,0.004949415496811518,0.0
abm_93_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1410.8316502069738,1422.3519756729947,-700.4158251034869,1.7,0.006,0.0001467074382484205,1511.7355499619978,0.014206462445313905,0.11626647000769945,0.23550207618173155,,
abm_93_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,270.4569976894934,284.28138824871843,-129.2284988447467,1.7,0.006,0.00013510125551658098,790.5297672341495,0.002802537238471108,0.0025343927901638977,0.02433889280787296,0.00614492352016535,
