scenario,mode,model,AIC,BIC,max_loglik,abm::movement_v2.phase2.speed_dist.params.a,abm::phenotypes.proliferative.prolif_rate,ode::b,ode::N_0,noise::sigma0,noise::sigma1,noise::sigma2,ode::p,ode::s
abm_152_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1718.6850431523985,1730.2053686184195,-854.3425215761993,1.7,0.009,0.00020434024492565635,1951.2631540719624,0.005920152751096007,0.21323479320816535,0.49111676313085556,,
abm_152_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1306.3753455768692,1320.1997361360943,-647.1876727884346,1.7,0.009,0.00018543573361730242,650.7414496108063,0.03170787963380512,0.010009876122471171,0.11885629696443947,0.011142749898237788,
abm_152_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1308.3753483216117,1324.503803974041,-647.1876741608058,1.7,0.009,0.00018543568819129767,650.7397068044243,0.031711342060026106,0.010010158686744342,0.11885020557022587,0.011142795997332013,0.0
abm_153_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1985.8180859793724,1997.3384114453934,-987.9090429896862,1.7,0.01,0.00021734098122026224,2223.3199826312457,0.020782751330497215,0.23355467924577072,0.5336974521527889,,
abm_153_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1573.106006415333,1586.930396974558,-780.5530032076665,1.7,0.01,0.00019200741514570834,561.8915048222361,0.053268149005003596,0.019858196890612332,0.14861572578660215,0.013592489581087866,
abm_153_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1575.106009015509,1591.2344646679383,-780.5530045077545,1.7,0.01,0.00019200525548675385,561.8914407010827,0.05326723821852534,0.01985816672984666,0.1486162221134812,0.013592583892159876,0.0
abm_154_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1202.4576116989049,1213.9779371649258,-596.2288058494524,1.9,0.004,0.00017992707797187654,1236.6792588606795,0.009617832494777113,0.07729688376072504,0.15569339724828596,,
abm_154_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,24.32978457779805,38.154175137023074,-6.164892288899026,1.9,0.004,0.00017156197142865744,804.3692483846552,0.0033142137285804766,0.0032829353393468044,0.003663175378855635,0.004042944050774411,
abm_154_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,10.431139265384274,26.559594917813467,1.7844303673078628,1.9,0.004,0.00017213163451525485,801.455260284711,0.003338708471838492,0.0030100991951167878,0.0035620560905454926,0.004067836792975503,6.960981656228814e-05
abm_155_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1318.752942694095,1330.273268160116,-654.3764713470475,1.9,0.005,0.000183755204733657,1371.9327988514426,0.008790489969178894,0.09953485228246259,0.20628635247670699,,
abm_155_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,248.05913281518474,261.8835233744098,-118.02956640759237,1.9,0.005,0.00017332248500800197,786.2435188328548,0.0035388536890207704,0.002186051575158725,0.016601963836851724,0.005220578294452074,
abm_155_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,250.05914074984602,266.18759640227523,-118.02957037492301,1.9,0.005,0.0001733223551208678,786.2418885682526,0.0035393007767363957,0.002185832173250243,0.01660564826938466,0.0052205991795617485,0.0
abm_156_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1272.6817343295656,1284.2020597955866,-631.3408671647828,1.9,0.006,0.00019028628634971975,1540.3078396737183,0.0025934276269248438,0.12672561127874543,0.2707809771672329,,
abm_156_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,579.2057802685692,593.0301708277942,-283.6028901342846,1.9,0.006,0.00017718671180270016,750.8843350924911,0.012262496796786407,0.0017314528217367625,0.038153922087520185,0.0066963349243834396,
abm_156_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,548.5385712386817,564.6670268911109,-267.26928561934085,1.9,0.006,0.00018352988615770896,716.609399745736,0.02107013589559481,0.0017623222958125357,0.017499367373766013,0.00714760923227917,0.0007488781709324469
abm_157_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1483.3329996830876,1494.8533251491085,-736.6664998415438,1.9,0.007,0.0001960614056811238,1690.7049648284824,0.004985898163298043,0.15387637947971136,0.3355369200876861,,
abm_157_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,938.8387514874577,952.6631420466827,-463.41937574372884,1.9,0.007,0.00018043771189154542,709.653937614463,0.020686703199349333,0.00520167133399386,0.05959860928829232,0.008229158708604098,
abm_157_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,940.8387490668754,956.9672047193046,-463.4193745334377,1.9,0.007,0.0001804377261790359,709.6530895322499,0.02068528865885442,0.005201776583681867,0.05959572236743753,0.008229178769155292,0.0
abm_158_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1639.007472711151,1650.527798177172,-814.5037363555755,1.9,0.008,0.00020236073945465705,1837.5368098312772,0.006872745295688111,0.18086017553065628,0.4097705879492752,,
abm_158_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1151.3366901008608,1165.1610806600859,-569.6683450504304,1.9,0.008,0.00018448301920301062,672.1228498034408,0.02779802427899048,0.007284321553163134,0.09196506205590739,0.00975794369875366,
abm_158_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1153.3366903377403,1169.4651459901695,-569.6683451688701,1.9,0.008,0.00018448390454993768,672.1209154764946,0.027800292702037176,0.007284787769048877,0.09196567656631341,0.009757928291453888,0.0
abm_159_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1834.8592286869798,1846.3795541530008,-912.4296143434899,1.9,0.009,0.00021050578285450883,2033.937015146987,0.013351093754674396,0.20800236889520213,0.46990006096658665,,
abm_159_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1388.0569441227717,1401.8813346819968,-688.0284720613859,1.9,0.009,0.00018937591703163111,621.9221592542907,0.039610826822408296,0.013911746228972751,0.11412235721831915,0.011609122644656335,
abm_159_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1390.0569425931308,1406.18539824556,-688.0284712965654,1.9,0.009,0.00018937607817688329,621.929845860719,0.03961244292566257,0.013909758276086133,0.11414443682829181,0.011608984959809943,0.0
abm_160_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,2014.1309727797047,2025.6512982457257,-1002.0654863898524,1.9,0.01,0.00021810712025277425,2241.750849533455,0.024089569642284567,0.23522777892260024,0.5443285946545265,,
abm_160_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1586.8876436211385,1600.7120341803636,-787.4438218105693,1.9,0.01,0.00019186905940806712,550.8484470707134,0.057081323213036717,0.018821312274109468,0.15791895750917118,0.013808127388854584,
abm_160_singletons_phase1_to_2_fit71plus__a_1p9__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1588.8876465037647,1605.016102156194,-787.4438232518823,1.9,0.01,0.0001918686472134159,550.8413297978437,0.05708133483659521,0.018823835792436634,0.15791859940124178,0.013808264259233802,0.0
abm_161_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1203.1345390817444,1214.6548645477653,-596.5672695408722,2.1,0.004,0.00018074384364611212,1236.7737137303013,0.00930933159339817,0.0770469820256921,0.16022998230718533,,
abm_161_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,81.48607980416386,95.31047036338889,-34.74303990208193,2.1,0.004,0.0001723010780469953,801.8252191180338,0.0022429519131960843,0.002703357074044198,0.009559794126824103,0.004062717111423525,
abm_161_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,43.42038245614498,59.548838108574174,-14.710191228072489,2.1,0.004,0.00017354287595890117,794.4383204044025,0.002889830684346216,0.002538049895257523,0.006027834882898898,0.0041472419513856875,0.0001545043881618546
abm_162_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1243.2406690313073,1254.7609944973283,-616.6203345156537,2.1,0.005,0.00018679996568885868,1369.0584862390253,0.004397261752063682,0.10457580377372568,0.22662312966068748,,
abm_162_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,566.3448804731443,580.1692710323692,-277.17244023657213,2.1,0.005,0.00017564862467137713,762.7493361818798,0.01065887795255647,0.003274176470399989,0.03040581916804998,0.005496293442025162,
abm_162_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,561.4203648659803,577.5488205184096,-273.71018243299017,2.1,0.005,0.00017917302105831948,742.1263587345868,0.015593249088265473,0.0034068579678815593,0.01905954414104132,0.005758361869960898,0.00042866594157478613
abm_163_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1366.8067769524882,1378.3271024185092,-678.4033884762441,2.1,0.006,0.00019538113222949347,1538.1890828816647,0.004245235281676099,0.13271774473173983,0.2852141471400866,,
abm_163_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,690.4388633057682,704.2632538649932,-339.2194316528841,2.1,0.006,0.00018139908846050544,725.0681999871088,0.018661397282064777,0.002288609816656329,0.038444045177067496,0.007032893479727212,
abm_163_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,692.4388677263864,708.5673233788157,-339.2194338631932,2.1,0.006,0.00018139978479593056,725.0688447857518,0.018660973600241687,0.0022885978094809613,0.03845607563861719,0.007032855578999055,0.0
abm_164_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1540.4056908467405,1551.9260163127615,-765.2028454233703,2.1,0.007,0.00019842284279202553,1689.2032382727973,0.006834647442191732,0.15652276152126793,0.3473133795287149,,
abm_164_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1007.3280101384902,1021.1524006977152,-497.6640050692451,2.1,0.007,0.0001822012805975589,694.4714207016289,0.02450212665781152,0.0057348120170414175,0.07115459305056089,0.008392936084347366,
abm_164_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1009.3280126359678,1025.456468288397,-497.6640063179839,2.1,0.007,0.00018220145803200498,694.4732361384786,0.02450241612727984,0.005734849901237262,0.07114872041605161,0.0083929043695923,0.0
abm_165_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1785.573997884011,1797.094323350032,-887.7869989420055,2.1,0.008,0.000203435448667818,1873.6548878339738,0.017623382451179576,0.18810043398915008,0.4136090688017903,,
abm_165_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1260.3096588265669,1274.134049385792,-624.1548294132834,2.1,0.008,0.0001832565868229421,629.9712076909617,0.0403623315221477,0.010169035971777204,0.09475294367506533,0.010346458362514526,
abm_165_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1262.3096607939883,1278.4381164464176,-624.1548303969942,2.1,0.008,0.00018325813437834626,629.9591456370046,0.0403646587744023,0.01016884886064557,0.0947413361622847,0.010346530610834147,0.0
abm_166_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1942.2353498834436,1953.7556753494646,-966.1176749417218,2.1,0.009,0.00021204538863670944,2065.4682599819566,0.026011961525841502,0.2166885521067672,0.4818391473111419,,
abm_166_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1465.8251825338195,1479.6495730930446,-726.9125912669098,2.1,0.009,0.0001878473325813525,572.8515293042192,0.054188943648381685,0.016851236833679277,0.1173499322318276,0.012359355141208107,
abm_166_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1467.825184062426,1483.9536397148552,-726.912592031213,2.1,0.009,0.000187847818836791,572.8556584513043,0.05419017922302311,0.01685207538407042,0.1173426054345405,0.012359291932661299,0.0
abm_167_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,2087.0451401661976,2098.5654656322185,-1038.5225700830988,2.1,0.01,0.0002225479834815575,2272.7992386560168,0.03562553646445784,0.24391856092231884,0.5583155135734291,,
abm_167_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1655.97287725388,1669.797267813105,-821.98643862694,2.1,0.01,0.0001928516504723856,508.0702373565932,0.0706638958236566,0.021833332627262187,0.16854909794325845,0.014607794561300104,
abm_167_singletons_phase1_to_2_fit71plus__a_2p1__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1657.9728756624575,1674.1013313148867,-821.9864378312287,2.1,0.01,0.00019285228455854044,508.06869823268073,0.07067130153910008,0.021832449292527954,0.16855906637121468,0.014607802223876783,0.0
